ID,KA,K23,K32,K24,K40,K20,VC,ALAG1
28,42.50850303,0.631,0.396,0.005694876487,0.013,0.09298229248,281.527022,0.5
29,2.090863674,0.631,0.396,0.01414120132,0.013,0.1593252276,420.9273081,0.5
30,19.44980352,0.631,0.396,0.1167406129,0.013,0.1663738558,312.4512364,0.5
31,4.570520731,0.631,0.396,0.008639015994,0.013,0.1451922448,411.8903907,0.5
32,33.3920195,0.631,0.396,0.07219736693,0.013,0.1429925768,372.4329389,0.5
33,54.05092375,0.631,0.396,0.1955042379,0.013,0.2809524573,439.9225579,0.5
34,2.980955624,0.631,0.396,0.01201218912,0.013,0.09851425772,363.1498129,0.5
35,3.352620786,0.631,0.396,0.2605192723,0.013,0.1113276588,520.0041269,0.5
36,6.134791885,0.631,0.396,0.003313095573,0.013,0.1863274749,276.0508629,0.5
37,8.111466226,0.631,0.396,0.04982238185,0.013,0.1020622167,426.2208388,0.5
38,12.5431008,0.631,0.396,0.005509823502,0.013,0.09977263617,270.3924606,0.5
39,8.709800037,0.631,0.396,0.008586082116,0.013,0.1037111299,317.3018723,0.5
40,10.26795014,0.631,0.396,0.05703746918,0.013,0.0839478259,341.2246169,0.5
41,6.995931421,0.631,0.396,0.04096618457,0.013,0.1419902601,286.4048451,0.5
42,0.7378879524,0.631,0.396,0.005501542198,0.013,0.1347113074,314.070389,0.5
43,5.769838503,0.631,0.396,0.0156464251,0.013,0.1771908644,442.9699229,0.5
44,3.480738007,0.631,0.396,0.0304735981,0.013,0.1970404666,496.0268713,0.5
45,2.585496201,0.631,0.396,0.00791448144,0.013,0.1496750679,377.3508987,0.5
46,4.28310461,0.631,0.396,0.01648587076,0.013,0.1785599829,371.0250532,0.5
47,3.422287531,0.631,0.396,0.001699240559,0.013,0.142749097,287.697715,0.5
48,0.6217318386,0.631,0.396,0.004385154381,0.013,0.1716536607,383.2014356,0.5
49,10.9282224,0.631,0.396,0.03809752422,0.013,0.1148991534,437.654529,0.5
50,23.68042783,0.631,0.396,0.00540370902,0.013,0.06306689092,359.6069082,0.5
51,7.172721314,0.631,0.396,0.008644918009,0.013,0.1383083173,321.7564283,0.5
52,112.1803752,0.631,0.396,0.02509308878,0.013,0.3357614382,587.2617273,0.5
53,0.6142310166,0.631,0.396,0.08091686233,0.013,0.13177361,421.0728784,0.5
54,6.980595917,0.631,0.396,0.05737464117,0.013,0.09384306075,348.4714497,0.5
55,14.15105593,0.631,0.396,0.001858204592,0.013,0.1536683626,325.1075486,0.5
56,28.47279732,0.631,0.396,0.003249303005,0.013,0.0792018441,404.4459252,0.5
57,5.89936589,0.631,0.396,0.03711859864,0.013,0.1069700179,364.991219,0.5
58,29.62563905,0.631,0.396,0.02497980915,0.013,0.09130946876,395.3071785,0.5
59,22.71300498,0.631,0.396,0.008051027339,0.013,0.09924478516,458.6954569,0.5
60,194.0491522,0.631,0.396,0.08465372111,0.013,0.1352416462,309.8388034,0.5
61,14.33111688,0.631,0.396,0.02602245985,0.013,0.2747987643,355.1884164,0.5
62,17.45648379,0.631,0.396,0.003066730625,0.013,0.1735209507,333.4967124,0.5
63,4.35139222,0.631,0.396,0.07361928931,0.013,0.08581693397,289.5829803,0.5
64,4.971911789,0.631,0.396,0.007693985793,0.013,0.1879226312,480.0880287,0.5
65,8.366678294,0.631,0.396,0.007555826735,0.013,0.2085230628,449.9377275,0.5
66,10.21761198,0.631,0.396,0.003641492145,0.013,0.1568670572,365.2359581,0.5
67,15.07562626,0.631,0.396,0.009722713832,0.013,0.1319099729,367.518407,0.5
68,73.85628188,0.631,0.396,0.02366169886,0.013,0.1540619691,421.7854389,0.5
69,16.38238321,0.631,0.396,0.0386206507,0.013,0.167871071,311.8198523,0.5
70,4.762531752,0.631,0.396,0.01028945472,0.013,0.09026185373,324.1123435,0.5
71,10.09575472,0.631,0.396,0.01518844243,0.013,0.1482106509,365.5524774,0.5
72,11.68051424,0.631,0.396,0.03762716691,0.013,0.1815831466,292.7380083,0.5
73,0.725026154,0.631,0.396,0.02404872002,0.013,0.3019543327,334.0320235,0.5
74,2.629217129,0.631,0.396,0.01513804147,0.013,0.110103734,621.2989903,0.5
75,12.26538493,0.631,0.396,0.1699373901,0.013,0.09667327703,264.120894,0.5
76,21.97548806,0.631,0.396,0.0217770139,0.013,0.07399645633,293.5065061,0.5
77,9.341462826,0.631,0.396,0.001558506762,0.013,0.1313540331,395.2171723,0.5
78,4.583308519,0.631,0.396,0.0005665059605,0.013,0.1342272001,288.8115122,0.5
79,53.96596359,0.631,0.396,0.003066644813,0.013,0.1233650986,404.4879617,0.5
80,7.646608146,0.631,0.396,0.1271801347,0.013,0.1109227548,373.174804,0.5
81,13.24839844,0.631,0.396,0.01334215643,0.013,0.09343918345,387.1215412,0.5
82,23.27611318,0.631,0.396,0.004374329183,0.013,0.09236550386,301.7215442,0.5
83,152.1550551,0.631,0.396,0.002264843665,0.013,0.1375902968,341.630514,0.5
84,9.953393486,0.631,0.396,0.06971341131,0.013,0.1068281959,467.7051387,0.5
85,1.875427271,0.631,0.396,0.002861085082,0.013,0.1333212657,383.5450114,0.5
86,5.473945923,0.631,0.396,0.047281731,0.013,0.09375576427,509.3000447,0.5
87,35.07777361,0.631,0.396,0.001756813024,0.013,0.06750155786,338.5115981,0.5
88,5.125231213,0.631,0.396,0.02924407237,0.013,0.09318296207,363.8556001,0.5
89,5.44648808,0.631,0.396,0.02020720795,0.013,0.1861148939,413.5754307,0.5
90,47.37507337,0.631,0.396,0.0004214340123,0.013,0.2087021556,404.7719346,0.5
91,5.049952132,0.631,0.396,0.0190343074,0.013,0.1589211825,377.397976,0.5
92,9.037295805,0.631,0.396,0.0524925096,0.013,0.08789822942,252.2961287,0.5
93,10.43949596,0.631,0.396,0.005459306816,0.013,0.1352639045,372.8086385,0.5
94,7.429021034,0.631,0.396,0.003240505641,0.013,0.2303549911,308.0857076,0.5
95,26.37262269,0.631,0.396,0.004692145868,0.013,0.1528803761,290.5660024,0.5
96,22.87701189,0.631,0.396,0.0243933698,0.013,0.1800885664,336.7235916,0.5
97,2.988841833,0.631,0.396,0.05315845217,0.013,0.153290272,241.5841986,0.5
98,15.26322542,0.631,0.396,0.004087731725,0.013,0.303990265,495.4870032,0.5
99,17.66597504,0.631,0.396,0.1111095477,0.013,0.175344925,201.7953464,0.5
100,231.3072853,0.631,0.396,0.00399048173,0.013,0.1141287515,305.433372,0.5
101,7.450088494,0.631,0.396,0.1747777681,0.013,0.2379009511,230.6413256,0.5
102,218.0014654,0.631,0.396,0.09628621068,0.013,0.1504885159,223.5463836,0.5
103,14.74786919,0.631,0.396,0.03547224993,0.013,0.0988059887,330.1233292,0.5
104,4.447427438,0.631,0.396,0.05726849762,0.013,0.07680516431,430.496026,0.5
105,9.228711548,0.631,0.396,0.02271913937,0.013,0.06853207754,352.7103902,0.5
106,21.15024714,0.631,0.396,0.001050171356,0.013,0.07748379639,392.5141488,0.5
107,273.8624315,0.631,0.396,0.0004155043485,0.013,0.1736137245,349.9569382,0.5
108,1.036975711,0.631,0.396,0.007352608584,0.013,0.1527288562,348.2481261,0.5
109,5.072773162,0.631,0.396,0.02771267821,0.013,0.1401060372,324.305701,0.5
110,86.56480821,0.631,0.396,0.01689013369,0.013,0.1848445553,361.7832438,0.5
111,62.70275793,0.631,0.396,0.002358357037,0.013,0.1333205785,300.8543574,0.5
112,12.40424698,0.631,0.396,0.008667088025,0.013,0.1495268041,386.0939757,0.5
113,119.8670385,0.631,0.396,0.01470841495,0.013,0.08098003533,439.6074841,0.5
114,97.47180748,0.631,0.396,0.005308361854,0.013,0.1551527661,313.3884626,0.5
115,13.41296618,0.631,0.396,0.03020126498,0.013,0.1739760814,411.5815446,0.5
116,13.71612045,0.631,0.396,0.002093572801,0.013,0.1078618833,422.3478047,0.5
117,22.19530605,0.631,0.396,0.002749919831,0.013,0.1540085061,313.3983109,0.5
118,8.234126797,0.631,0.396,0.01042842748,0.013,0.1101458039,344.0182966,0.5
119,2.993502296,0.631,0.396,0.2669446137,0.013,0.1108430442,438.8981629,0.5
120,1.38504185,0.631,0.396,0.009726949613,0.013,0.1089817686,356.7501372,0.5
121,4.830074721,0.631,0.396,0.0132615797,0.013,0.1803339569,416.2743927,0.5
122,2.556334224,0.631,0.396,0.0005430839068,0.013,0.150732878,415.5163578,0.5
123,1.924614218,0.631,0.396,0.004994898907,0.013,0.1836791578,276.4662505,0.5
124,80.16963108,0.631,0.396,0.03165917666,0.013,0.1241091342,301.4676916,0.5
125,13.5705757,0.631,0.396,0.02699380163,0.013,0.1479405076,350.553589,0.5
126,4.896946527,0.631,0.396,0.2482603043,0.013,0.1151978957,307.4480151,0.5
127,4.853685357,0.631,0.396,0.00934654568,0.013,0.1487928121,399.2145167,0.5
128,78.44143305,0.631,0.396,0.01336201798,0.013,0.1387825129,317.0995946,0.5
129,10.1040753,0.631,0.396,0.01872614966,0.013,0.1555240647,285.8046633,0.5
130,6.628166884,0.631,0.396,0.09055905681,0.013,0.1190404128,363.2688536,0.5
131,21.9707066,0.631,0.396,0.01728743572,0.013,0.08646877605,328.4528396,0.5
132,0.1417286566,0.631,0.396,0.0006943373235,0.013,0.1583043499,480.1178399,0.5
133,0.5512170308,0.631,0.396,0.05452037792,0.013,0.1190412018,301.0411729,0.5
134,11.08847722,0.631,0.396,0.002939819527,0.013,0.1073500423,404.3826524,0.5
135,30.12034061,0.631,0.396,0.004056559786,0.013,0.09289322968,398.6849925,0.5
136,3.094092961,0.631,0.396,0.004087668042,0.013,0.103610824,387.9960479,0.5
137,0.4747345957,0.631,0.396,0.001042340196,0.013,0.08028179999,250.3689431,0.5
138,9.918888507,0.631,0.396,0.01399736555,0.013,0.1924742136,428.0453707,0.5
139,16.36595063,0.631,0.396,0.2138559461,0.013,0.08128309342,243.3932526,0.5
140,0.9296586284,0.631,0.396,0.002138571015,0.013,0.2075805762,338.1406957,0.5
141,105.2424137,0.631,0.396,0.008801703336,0.013,0.1881686676,322.5922546,0.5
142,134.6498593,0.631,0.396,0.1376826745,0.013,0.2810361204,229.0464653,0.5
143,3.595711668,0.631,0.396,0.1078192587,0.013,0.170979,396.5894919,0.5
144,5.032505352,0.631,0.396,0.0208055135,0.013,0.2414464563,287.0399889,0.5
145,6.103885772,0.631,0.396,0.002355133777,0.013,0.1321095211,331.7765262,0.5
146,0.7116963563,0.631,0.396,0.05388704069,0.013,0.1283458757,360.5651113,0.5
147,80.05559672,0.631,0.396,0.0114401651,0.013,0.243818672,351.048931,0.5
148,102.3699507,0.631,0.396,0.02606050735,0.013,0.1623428505,456.2272361,0.5
149,6.405335189,0.631,0.396,0.004328014689,0.013,0.1003305024,315.6709941,0.5
150,50.77512772,0.631,0.396,0.007713899965,0.013,0.1932501411,330.6618064,0.5
151,10.68297399,0.631,0.396,0.01970671782,0.013,0.07946253241,354.5166072,0.5
152,5.782968634,0.631,0.396,0.02096707603,0.013,0.0816233878,322.1371793,0.5
153,21.83736264,0.631,0.396,0.04477377747,0.013,0.1779322915,313.309857,0.5
154,13.94779012,0.631,0.396,0.009971173099,0.013,0.2166249432,405.0965556,0.5
155,5.35205797,0.631,0.396,0.002591885431,0.013,0.09173792185,290.3640541,0.5
156,5.824524206,0.631,0.396,0.03458566421,0.013,0.1936103579,287.7888048,0.5
157,1.158432485,0.631,0.396,0.02492164677,0.013,0.2221146076,497.636782,0.5
158,8.689594345,0.631,0.396,0.02202399043,0.013,0.1763905548,403.6842671,0.5
159,35.26095697,0.631,0.396,0.02753922243,0.013,0.08986997783,457.6763123,0.5
160,445.4548421,0.631,0.396,0.008293022786,0.013,0.1192691223,428.5230573,0.5
161,4.139281525,0.631,0.396,0.1199334914,0.013,0.1236037571,299.8514867,0.5
162,1.761788895,0.631,0.396,0.04455580561,0.013,0.1426357013,485.8191963,0.5
163,12.55564839,0.631,0.396,0.01262589559,0.013,0.120710278,567.7981375,0.5
164,43.63677746,0.631,0.396,0.008258165298,0.013,0.08636035765,380.9549522,0.5
165,2.745740884,0.631,0.396,0.1854543246,0.013,0.09239144473,240.464276,0.5
166,27.82044587,0.631,0.396,0.003955869864,0.013,0.0822722909,277.6024573,0.5
167,1.564172586,0.631,0.396,0.007720552336,0.013,0.2099042604,433.1724222,0.5
168,9.951621169,0.631,0.396,0.01606211231,0.013,0.04967371166,270.7997449,0.5
169,3.744265483,0.631,0.396,0.01616131489,0.013,0.1741082748,399.3461448,0.5
170,33.36281481,0.631,0.396,0.01673163902,0.013,0.1818838295,374.5159935,0.5
171,56.60190028,0.631,0.396,0.002466701989,0.013,0.07795922743,436.0981462,0.5
172,12.2619652,0.631,0.396,0.06407848497,0.013,0.1125813442,339.6700748,0.5
173,5.689435468,0.631,0.396,0.004234757468,0.013,0.1400519659,366.9663322,0.5
174,5.171141253,0.631,0.396,0.007163868476,0.013,0.08501647462,477.1411776,0.5
175,0.9154154878,0.631,0.396,0.1180233617,0.013,0.1432892045,353.9429955,0.5
176,138.5760295,0.631,0.396,0.009240859367,0.013,0.09179624202,376.112123,0.5
177,7.100195602,0.631,0.396,0.004415911643,0.013,0.1333569577,396.9029475,0.5
178,0.7061000309,0.631,0.396,0.1741349803,0.013,0.1408135402,357.6504987,0.5
179,39.59663578,0.631,0.396,0.0007656221076,0.013,0.1390048157,322.0344983,0.5
180,3.596425594,0.631,0.396,0.01622590651,0.013,0.1344648053,237.9277743,0.5
181,103.3544554,0.631,0.396,0.04595426449,0.013,0.1261649108,303.3516807,0.5
182,63.4053528,0.631,0.396,0.004188842077,0.013,0.102770566,313.3695965,0.5
183,2.995794976,0.631,0.396,0.03079566674,0.013,0.06463787549,290.7671686,0.5
184,8.68463428,0.631,0.396,0.03588788558,0.013,0.1148629122,269.5877999,0.5
185,10.10160376,0.631,0.396,0.008991464746,0.013,0.05520732194,470.7222871,0.5
186,8.962843443,0.631,0.396,0.008098710814,0.013,0.1636915829,330.6892154,0.5
187,16.64317793,0.631,0.396,0.01770437264,0.013,0.09309204464,301.8236416,0.5
188,30.97408271,0.631,0.396,0.06832884051,0.013,0.1606873931,386.4044849,0.5
189,16.38760144,0.631,0.396,0.0626175226,0.013,0.1753804335,320.2730352,0.5
190,34.30955018,0.631,0.396,0.02630603524,0.013,0.178979765,336.9082765,0.5
191,1.498702806,0.631,0.396,0.0009138242912,0.013,0.1408913488,495.7273036,0.5
192,12.83226746,0.631,0.396,0.01381235746,0.013,0.1620733409,377.7959064,0.5
193,1.399759318,0.631,0.396,0.03652006984,0.013,0.1041570183,398.7860481,0.5
194,25.91540644,0.631,0.396,0.06304636171,0.013,0.1672165034,368.0435223,0.5
195,1.228808289,0.631,0.396,0.09973339277,0.013,0.08697045237,363.4304146,0.5
196,4.315651311,0.631,0.396,0.001380226465,0.013,0.1250856654,323.3727617,0.5
197,2.51205125,0.631,0.396,0.0003503227394,0.013,0.1157045462,459.9144484,0.5
198,14.7798322,0.631,0.396,0.004029693337,0.013,0.04551731347,290.575691,0.5
199,1.675081375,0.631,0.396,0.001793941341,0.013,0.1176054151,240.1102073,0.5
200,4.857884868,0.631,0.396,0.007102129268,0.013,0.1079386957,464.6492521,0.5
201,118.5827552,0.631,0.396,0.05297496152,0.013,0.1087509823,358.6701613,0.5
202,2.21645245,0.631,0.396,0.1299932314,0.013,0.1960229975,364.4328094,0.5
203,7.619259968,0.631,0.396,0.009020734594,0.013,0.1180208807,330.6875654,0.5
204,14.48906409,0.631,0.396,0.003444216507,0.013,0.1698966173,410.2598678,0.5
205,30.68525325,0.631,0.396,0.02200131053,0.013,0.09292498899,269.8267938,0.5
206,7.498126425,0.631,0.396,0.0693755713,0.013,0.1707118,496.8436045,0.5
207,73.49338018,0.631,0.396,0.07584549077,0.013,0.1582447399,242.4594133,0.5
208,104.8112899,0.631,0.396,0.00172913201,0.013,0.1660678672,474.3844188,0.5
209,24.63978753,0.631,0.396,0.1301860528,0.013,0.1431105356,458.5377604,0.5
210,6.412435008,0.631,0.396,0.0160377865,0.013,0.1280248566,319.0227302,0.5
211,4.233291839,0.631,0.396,0.1845808728,0.013,0.09019472112,371.8330098,0.5
212,26.31664899,0.631,0.396,0.0004323571492,0.013,0.1739663084,280.0668043,0.5
213,6.111521968,0.631,0.396,0.001486328813,0.013,0.1703348364,359.0724633,0.5
214,21.91451589,0.631,0.396,0.258638938,0.013,0.1138394919,572.7819285,0.5
215,92.79805917,0.631,0.396,0.001692428098,0.013,0.1079348976,372.2334764,0.5
216,0.7777695842,0.631,0.396,0.02687718558,0.013,0.1953727431,465.1292469,0.5
217,1.720351251,0.631,0.396,0.02786497095,0.013,0.1503820317,407.1331725,0.5
218,10.97565671,0.631,0.396,0.1994817893,0.013,0.1747975247,335.8445547,0.5
219,16.76045099,0.631,0.396,0.03171719789,0.013,0.04991667706,236.1411732,0.5
220,7.701823436,0.631,0.396,0.001469367213,0.013,0.06772859677,299.719065,0.5
221,4.66066545,0.631,0.396,0.01265869159,0.013,0.1264208297,386.4304419,0.5
222,35.21898036,0.631,0.396,0.01369582555,0.013,0.1451226382,382.8954785,0.5
223,16.68585896,0.631,0.396,0.7401224781,0.013,0.1396487353,287.9243443,0.5
224,0.2248064588,0.631,0.396,0.01712968088,0.013,0.09290350793,368.1413819,0.5
225,6.132242354,0.631,0.396,0.1521358363,0.013,0.09535885402,248.5834608,0.5
226,3.860038294,0.631,0.396,0.001533396154,0.013,0.2336000275,415.1199358,0.5
227,4.182081354,0.631,0.396,0.004372065701,0.013,0.1083784936,337.81297,0.5
228,0.8892260106,0.631,0.396,0.02437435278,0.013,0.1002872567,385.6994992,0.5
229,3.42689891,0.631,0.396,0.01709506319,0.013,0.154305202,385.4453053,0.5
230,12.91319117,0.631,0.396,0.01497830356,0.013,0.1560907097,491.4412479,0.5
231,10.19598942,0.631,0.396,0.003530624194,0.013,0.06193216093,326.5640017,0.5
232,0.8387106756,0.631,0.396,0.008637622924,0.013,0.1451392367,387.7148724,0.5
233,0.7189303706,0.631,0.396,0.003546658906,0.013,0.1416242881,388.5957443,0.5
234,8.937255777,0.631,0.396,0.006623179452,0.013,0.2163014969,331.3696849,0.5
235,2.196153102,0.631,0.396,0.0116648873,0.013,0.1265702489,399.4180604,0.5
236,4.0797018,0.631,0.396,0.09300020593,0.013,0.1440345388,347.4009893,0.5
237,1.803444093,0.631,0.396,0.005397712992,0.013,0.1744603481,375.0846455,0.5
238,43.45056334,0.631,0.396,0.01507401023,0.013,0.2096915356,356.0140849,0.5
239,3.769919847,0.631,0.396,0.0006362049649,0.013,0.09791321971,417.8599179,0.5
240,84.73514596,0.631,0.396,0.02892617428,0.013,0.06137673064,384.4810458,0.5
241,75.14715318,0.631,0.396,0.0006975225957,0.013,0.08391180701,392.9364861,0.5
242,8.442578848,0.631,0.396,0.002856814695,0.013,0.08576590733,357.7581297,0.5
243,15.46545999,0.631,0.396,0.001589046788,0.013,0.09194923159,345.9471174,0.5
244,45.76150577,0.631,0.396,0.04512661706,0.013,0.2274769668,463.4410155,0.5
245,36.13163233,0.631,0.396,0.002132252321,0.013,0.1850797799,426.9454734,0.5
246,9.036997401,0.631,0.396,0.007550600673,0.013,0.1145497532,307.0730191,0.5
247,3.532903737,0.631,0.396,0.004229447488,0.013,0.2487432993,392.2397367,0.5
248,123.872507,0.631,0.396,0.09104426452,0.013,0.2402726862,390.0638775,0.5
249,2.260137312,0.631,0.396,0.1869247482,0.013,0.1199980053,542.1149112,0.5
250,10.09227011,0.631,0.396,0.003584989309,0.013,0.1413830188,310.0434839,0.5
251,0.1943383504,0.631,0.396,0.02319435883,0.013,0.1396136262,464.6246603,0.5
252,16.74606059,0.631,0.396,0.01295188083,0.013,0.1162497119,461.7101946,0.5
253,58.67378875,0.631,0.396,0.04635129994,0.013,0.120148101,419.0326852,0.5
254,11.68274989,0.631,0.396,0.06030866427,0.013,0.1587408887,319.8572756,0.5
255,106.7966093,0.631,0.396,0.001539083102,0.013,0.1895348242,346.4720503,0.5
256,3.764262206,0.631,0.396,0.001916990727,0.013,0.0931938661,477.8781848,0.5
257,2.520717681,0.631,0.396,0.000164507926,0.013,0.1292127685,336.8190577,0.5
258,9.117592982,0.631,0.396,0.01135129838,0.013,0.1787226581,322.2413261,0.5
259,20.46132132,0.631,0.396,0.01012112807,0.013,0.0955588469,308.3999388,0.5
260,7.451904762,0.631,0.396,0.02849755241,0.013,0.1084596187,313.544423,0.5
261,2.63730439,0.631,0.396,0.001653031122,0.013,0.08065628809,467.6654193,0.5
262,31.83696355,0.631,0.396,0.05725845594,0.013,0.1387693312,557.8916339,0.5
263,1.159768471,0.631,0.396,0.002983876173,0.013,0.1676860847,490.5773951,0.5
264,1.800434804,0.631,0.396,0.01199757953,0.013,0.08503000478,548.6016644,0.5
265,144.4117218,0.631,0.396,0.01332137401,0.013,0.09716482775,424.2117289,0.5
266,1.323402387,0.631,0.396,0.07177567752,0.013,0.1952240897,401.888184,0.5
267,53.3585114,0.631,0.396,0.01130133531,0.013,0.08932701194,339.0197725,0.5
268,34.65640542,0.631,0.396,0.002707053475,0.013,0.1179351234,358.1727862,0.5
269,17.46498128,0.631,0.396,0.007777550907,0.013,0.2213218826,317.1335844,0.5
270,2.750109466,0.631,0.396,0.04944860167,0.013,0.111662171,242.7514454,0.5
271,3.394898172,0.631,0.396,0.07633503979,0.013,0.1070059759,318.3859454,0.5
272,0.5757143445,0.631,0.396,0.01504892933,0.013,0.1707303509,426.616915,0.5
273,1.246268753,0.631,0.396,0.004728604565,0.013,0.150891013,277.8297014,0.5
274,55.73514173,0.631,0.396,0.001270876201,0.013,0.2630780815,260.2398117,0.5
275,34.37142843,0.631,0.396,0.003313659666,0.013,0.178514164,297.8624541,0.5
276,5.83862205,0.631,0.396,0.00249259306,0.013,0.07717461684,313.1973679,0.5
277,7.815242046,0.631,0.396,0.001934749432,0.013,0.1048427023,351.4388403,0.5
278,216.6065339,0.631,0.396,0.04550897405,0.013,0.1270241077,329.0061158,0.5
279,7.663271498,0.631,0.396,0.01591327884,0.013,0.1147283009,538.9413193,0.5
280,14.10995426,0.631,0.396,0.00342905115,0.013,0.09879254014,467.803143,0.5
281,1.10968625,0.631,0.396,0.02955150421,0.013,0.1289024676,323.0841082,0.5
282,36.31467747,0.631,0.396,0.07601965811,0.013,0.1453889545,525.6544076,0.5
283,20.09084235,0.631,0.396,0.009219283644,0.013,0.199374691,323.2314281,0.5
284,8.824325462,0.631,0.396,0.01393774822,0.013,0.06981911896,424.9409318,0.5
285,24.65555026,0.631,0.396,0.02417921741,0.013,0.1902774024,291.0631851,0.5
286,61.62327898,0.631,0.396,0.08498250388,0.013,0.1620826505,264.623079,0.5
287,2.854363415,0.631,0.396,0.08079393597,0.013,0.2627864263,296.9476594,0.5
288,5.711066639,0.631,0.396,0.003543414721,0.013,0.05434894951,355.8652532,0.5
289,1.019405568,0.631,0.396,0.2190934972,0.013,0.1151513188,412.2486384,0.5
290,25.60556577,0.631,0.396,0.2804094984,0.013,0.1921007002,300.2126448,0.5
291,2.025312093,0.631,0.396,0.002647715777,0.013,0.1263122074,341.4927371,0.5
292,0.2003978502,0.631,0.396,0.1581942862,0.013,0.1813842155,378.6829624,0.5
293,18.41931572,0.631,0.396,0.009165882386,0.013,0.08436219892,351.0456875,0.5
294,4.814648763,0.631,0.396,0.006203260605,0.013,0.1093628861,391.162282,0.5
295,193.0984359,0.631,0.396,0.002140862932,0.013,0.1249629008,262.8030598,0.5
296,18.57132789,0.631,0.396,0.05470945533,0.013,0.05281407581,304.1920059,0.5
297,19.96792043,0.631,0.396,0.00295453879,0.013,0.1290720348,403.5921368,0.5
298,0.5634866263,0.631,0.396,0.01852548787,0.013,0.09625260891,226.6782471,0.5
299,0.9177605962,0.631,0.396,0.07575155086,0.013,0.1063291248,342.0505201,0.5
300,0.3126615072,0.631,0.396,0.03375467915,0.013,0.1214017778,600.965178,0.5
301,26.82248536,0.631,0.396,0.009434183465,0.013,0.09383559748,519.2892784,0.5
302,3.166099097,0.631,0.396,0.01462962246,0.013,0.1629577518,350.4201027,0.5
303,9.339624175,0.631,0.396,0.000863586694,0.013,0.1646383374,304.4453283,0.5
304,31.88137924,0.631,0.396,0.1503752606,0.013,0.1537769499,323.6568079,0.5
305,67.71060759,0.631,0.396,0.05220748669,0.013,0.09734273132,343.4269624,0.5
306,29.68299908,0.631,0.396,0.04250386252,0.013,0.1236621277,369.0082727,0.5
307,15.58681432,0.631,0.396,0.02394643666,0.013,0.2260480974,429.8627207,0.5
308,16.73442918,0.631,0.396,0.08985397826,0.013,0.0664798999,431.1390678,0.5
309,44.31196897,0.631,0.396,0.1540889365,0.013,0.1130419788,430.4938608,0.5
310,16.68887168,0.631,0.396,0.01085307118,0.013,0.09726384254,348.1022652,0.5
311,1.636340089,0.631,0.396,0.004646750374,0.013,0.1146812633,247.8340307,0.5
312,0.9887298955,0.631,0.396,0.1679945435,0.013,0.2543361149,368.7732039,0.5
313,69.56986815,0.631,0.396,0.001891593715,0.013,0.08820422398,346.4583267,0.5
314,9.815293756,0.631,0.396,1.723931508,0.013,0.1302506065,414.3831316,0.5
315,2.606517164,0.631,0.396,0.03061030996,0.013,0.1847537012,338.0848419,0.5
316,28.94534484,0.631,0.396,0.01543337436,0.013,0.1389861974,319.5228966,0.5
317,0.5111722254,0.631,0.396,0.005873785401,0.013,0.07893532924,305.0359528,0.5
